,Time,Tweet,Favorites,Retweets
67,2019-06-09 23:07:29,"The Junkman Cometh\nhttps://t.co/hGQVHDwONT\n\n""Thanks Faerie Junkfather. I shall ever be in your debt! ""\n\n#art https://t.co/CUV4tjqsbT",1,0
68,2019-06-09 22:58:34,More tables/ashtrays in progress.  @Porsche rotors this time out.  #porsche #automotive #folkart #upcycling old rot https://t.co/zUOGnPDKjM,0,1
69,2019-06-09 22:53:38,RT @msjulialiu: Congrats to the @HarbordSdp What a phenomenal pop up shop of creative products made from recycled clothing! All products a,0,1
70,2019-06-09 22:49:35,READ this weeks #BLOG post:  #Upcycling and #beauty: all hail the #byproduct beauty ingredient movement  on Global https://t.co/6KWz8RZdqZ,0,0
71,2019-06-09 22:48:14,READ this weeks #BLOG post:  #Upcycling and #beauty: all hail the #byproduct beauty ingredient movement  on Global https://t.co/KI0oiPvC91,0,0
72,2019-06-09 22:40:50,READ this weeks #BLOG post:  #Upcycling and #beauty: all hail the #byproduct beauty ingredient movement  on Globa https://t.co/TKHp4ZeWbm,0,0
73,2019-06-09 22:38:52,READ this weeks #BLOG post:  #Upcycling and #beauty: all hail the #byproduct beauty ingredient movement  on Global https://t.co/lTmGCnoERL,0,0
74,2019-06-09 22:24:03,READ this weeks #BLOG post:  #Upcycling and #beauty: all hail the #byproduct beauty ingredient movement  on Global https://t.co/9XZVBxtI5g,0,0
75,2019-06-09 22:15:43,RT @TheHouseofUp: Sometimes working weekends look better than others ... Many thanks @FrenchicPaint for inviting The House of #Upcycling to,0,2
76,2019-06-09 22:07:46,Congrats to the @HarbordSdp What a phenomenal pop up shop of creative products made from recycled clothing! All pr https://t.co/M12g5vbIYp,9,1
